"","name","category","review.point","price","currency","description"
"1136","Old Masters Freemason Whisky, 40%","Blended Scotch Whisky","87","30","$","Originally created by Lombard for the Freemasons, this has a flavorsome nose of dark chocolate chip cookies, light spices, coconut macaroons, malt, and bright, fresh bananas. The palate is light and unobtrusive, with honey and malt reinforced by the spices running underneath. A shift develops to some later cocoa and chocolate notes, and the mocha finish fades gracefully. A finely balanced concoction, and you will rarely find this quality and flavor for the price"
"1137","Kilchoman, Winter 2010 Release, 46%","Single Malt Scotch","87","63.00","$","Aged in both refill and new bourbon casks. The new bourbon casks are evident, and I think it adds richness, vibrancy, and perceived maturity (which I like) when compared to the previous Summer 2010 release. Very pale in color. Brooding, with licorice root, coal tar, bacon fat, damp peat, bright fruit (citrus and pear), and intriguing botanicals, all on a soothing bed of vanilla malt. Smoky, briny finish. I’m still amazed how this very young whisky can taste so mature. Well done! "
"1138","Kilchoman 100% Islay (distilled 2008, bottled 2011), 50%","Single Malt Scotch","87","100.00","$","The only Islay distillery not on the coast — and the most westerly on the island — Kilchoman is reviving the tradition of farm distilling, and this limited edition release uses locally grown Optic barley malted at the distillery. Very creamy, with some stewed apple, green banana, and (when diluted) sponge cake mix. The smoke develops on the palate, adding an earthy note. Rich, with some clove and licorice on the finish. Well worth a look. "
"1139","Kilchoman 100% Islay 3rd Edition, 50%","Single Malt Scotch","87","92","$","Here you have the sweetness of rising bread alongside scallop and wreathes of smoke, all lit by west coast sunshine; the peat isn’t dank, but bright and flaming. The palate is sweetly seductive before the smoke begins to come through, then it sweetens like golden syrup, then the shore comes back, and so it continues. Water ups the impact of each, so be careful, as it can then seem disconnected. Sweet, beachy, smoky. Very Islay."
"1140","Kilchoman Coull Point, 46%","Single Malt Scotch","87","76","$","This strikes me as being the most overtly smoky of Kilchoman’s recent bottlings, and also the sweetest. Intense and very forward, there’s baked apple, humidor notes, honeydew melon, fresh shellfish. Water brings out a putty-like youthfulness, so take it neat. The palate is amazingly sweet (think golden syrup), then the smoke folds itself over. A good—and well-priced—introduction for newcomers.(World of Whiskies UK Travel Retail only) £45"
"1141","Royal Lochnagar 'Selected Reserve,' 43%","Single Malt Scotch","87","210.00","$","So nice to see this whisky available here in the U.S. again. A more mature, more sherried expression of the standard Royal Lochnagar. Rich, silky, and sweet, with molasses, nutty toffee, old demerara pot still rum, caramelized fig, marmalade, and juicy oak. More subtle notes of honeyed ginger, coffee grounds, and tobacco leaf add complexity. A soothing post-prandial dram."
"1142","Adelphi (distilled at Glen Moray) 27 year old, 56.8%","Single Malt Scotch","87","158","$","Each independent bottler has its own signature style. Adelphi’s is about relaxed, contemplative drams with rich maturity and a certain seriousness. Here you see this, plus crème brûlée, sitting in front of a sandalwood backdrop with a bunch of basil mint thrown in. The opening is slow, and while the inherent sweet nature of the distillery is there, hazelnuttish oak helps to add structure and stops any flabbiness from intruding. A luscious dram. £99"
"1143","Glen Moray Elgin Classic, 40%","Single Malt Scotch","87","25","$","This offers an enticing nose of honey, malt, and barley sugar—sweet and floral. Peaches in cream on the palate, a suggestion of madeira, milk chocolate, and Brazil nuts. Cocoa, citrus fruits, and light oak in the medium-length finish. Value pick"
"1144","Kilkerran Work in Progress 4 (2012 Release), 46%","Single Malt Scotch","87","55.00","$","This is the latest in an ongoing series of releases of whisky distilled at the Campbeltown distillery of Glengyle, and now aged 8 years. Just 9,000 bottles are available. The nose is full, with over-ripe oranges, warm honey, and custard. On the palate, the oranges are fresher and livelier, with vanilla, hard toffee, and a slightly citric fruit edge to balance the sweetness. That sweetness carries over into the spicy finish, which is quite lengthy, with a lick of licorice. £35"
"1145","Kilkerran Work in Progress 5 Sherry, 46%","Single Malt Scotch","87","58","$","Having released four previous “work in progress” expressions of Kilkerran, 2013 sees the launch of two editions, one matured in sherry casks and the other in bourbon barrels. The sherry-aged variant yields overripe green grapes and figs on the nose, followed by honey and plain chocolate, while the palate is quite full, softly fruity, with soft toffee and a hint of brine. The finish dries significantly, with cocoa powder, licorice, and lots of spice. £38"
"1146","Kilkerran Work in Progress 6 Sherry Matured, 46%","Single Malt Scotch","87","60","$","The latest releases from Glengoyne distillery are 10 year olds, one matured in sherry wood and one in bourbon barrels, as was the case with release 5. 9,000 bottles are available globally. Initially savory on the nose, slightly earthy, with sherry, new leather, lemonade, and a hint of ozone. Spicy and zesty, with developing stewed fruits, dark chocolate, and deep sherry notes on the palate. The finish is long and persistently spicy, mildly smoky, with quite dry sherry notes."
"1147","Kilkerran Work in Progress VII – Bourbon, 54.1%","Single Malt Scotch","87","85","$","The 2015 Work in Progress releases are the last before the single malt becomes a permanently-available 12 year old in 2016. 6,000 bottles are available. Creamy malt, marzipan, and vanilla on the nose, with pears, instant coffee, linseed, and a hint of table salt. Soft and slightly oily on the warm, spicy palate, with immediate ripe apples, caramel, and slight smokiness. Long and slowly drying, with a touch of aniseed and brine."
"1148","Hazelburn 12 year old, 46%","Single Malt Scotch","87","80.00","$","Following on from the earlier 8 year old expression of this triple distilled Campbeltown malt, the 12 year old first appeared in August 2009 and nicely illustrates the developments brought about by its continuing maturation. Rich on the nose, with a clear sherry influence, along with toffee, marzipan, apricots, and milk chocolate. This is a substantial and well integrated dram, with malt, almonds, cocoa, and spice on the palate, while the long, spicy finish offers more chocolate, soft fruits, and coffee."
"1149","Hazelburn 9 year old Barolo Cask, 57.9%","Single Malt Scotch","87","123","$","Distilled in June 2007 and bottled in October 2016, this expression spent 6 years in first-fill bourbon casks, then 3 years in Barolo wine casks. Fresh on the early nose; herbaceous, with pineapple and a hint of oil. Big in the mouth, with white pepper, more pineapple, dried fruits, and coconut milk. Drying to tannins, with dark berries in the lengthy, minty finish. (10,800 bottles)"
"1150","Clan Denny (distilled at Port Dundas) 1992 21 year old HH9452, 55.7%","Single Grain Whisky","87","108","$","There’s little quality Port Dundas being bottled, so don’t pass up the opportunity for this one. It evokes aromas of grated milk chocolate, grilled pancakes, apricot, mango, and poached pear Jell-O, with spice notes of ground cumin, cinnamon, and nutmeg. This is simply delicious: a honey pot of sticky sweetness. A rich, cask strength grain whisky with notes of mandarin and candied jellies. A dash of water enables the sweet, creamy flavors to swirl around the mouth. £64"
"1151","Adelphi Breath of Islay 13 year old, 56.6%","Single Malt Scotch","87","101.00","$","The latest bottling of “Breath” is like a whisky smuggler’s tale. There’s the smell of old waxed walking boots, wet moss, damp earth, crushed bog foliage — heather, bog myrtle — burlap sacking, and a hastily smothered fire. The smoke is well controlled all the way, which helps to allow its scents to run over bitter coffee and a balancing central sweetness. Robust, hairy, and uncompromising, this is less of a breath and more of a roar. £65 "
"1152","That Boutique-y Whisky Company (distilled at Kilchoman, Batch 1), 55.5%","Single Malt Scotch","87","117","$","Startlingly herbal. Penetrating, lifted, and aromatic with dill, mint, and in time, celery leaf and lovage. Smoke is akin to freshly-laid tarmac with some sweet seaweed behind. Lively and quite different to the official bottling. Water brings unripe pineapple, clove, sugared almond, and horseradish. This has typical Kilchoman sweet creaminess in the center. Water brings out flavors of nettles, and saltiness. £69"
"1153","That Boutique-y Whisky Company Islay Blended Malt #1 23 year old, 46.3%","Blended Malt Scotch Whisky","87","102","$","This is a sophisticated and finessed take on Islay blended malt, which must be Kilchoman-free given the age statement. Driftwood, waxy lemons, soft buttery fudge, banana milkshake, dry grasses, and the gentlest puff of smoke promise calm seas ahead. A silken dram, anointing the palate with lemon meringue pie, honey, and caramel. This becomes creamier, with faint tendrils of smoke and dancing spices through to the finish. Utterly charming and tremendous value for the money. (419 bottles) £82"
"1154","That Boutique-y Whisky Company Blended Whisky #1 (Batch 2), 52%","Blended Scotch Whisky","87","178","$","If you like warm chocolate ganache sprinkled with cocoa beans, dark waffle cones, praline, and brisket bark, then this is for you. A brief flicker of chocolate, smoke, cherry, peppery spices, and chili flakes move aside for a smooth medley of dark fruit juiciness and sweetened char notes. The strident call of chocolate on nosing goes unreciprocated on the palate. A long, satisfying, deep finish of pounding spices. A worthy successor to the first batch. (417 bottles) £123"
